0.417	-0.417	0.454	-0.785398163397448	0	0	0	0	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.416999469437436	0.454	-0.785398163397448	0	0	0	0.000158849538048	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.416995780996989	0.454	-0.785398163397448	0	0	0	0.000630304800768	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.416985846642205	0.454	-0.785398163397448	0	0	0	0.001406771877888	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.416966653968286	0.454	-0.785398163397448	0	0	0	0.002480718348288	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.4169352655872	0.454	-0.785398163397448	0	0	0	0.00384467328	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.416888818512789	0.454	-0.785398163397448	0	0	0	0.005491227230208	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.416824523545879	0.454	-0.785398163397448	0	0	0	0.007413032245248	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.416739664659382	0.454	-0.785398163397448	0	0	0	0.009602801860608	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.416631598383415	0.454	-0.785398163397448	0	0	0	0.012053311100928	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.4164977531904	0.454	-0.785398163397448	0	0	0	0.01475739648	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.416335628880175	0.454	-0.785398163397448	0	0	0	0.017707956000768	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.416142795965104	0.454	-0.785398163397448	0	0	0	0.020897949155328	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.415916895055184	0.454	-0.785398163397448	0	0	0	0.024320396924928	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.415655636243153	0.454	-0.785398163397448	0	0	0	0.027968381779968	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.4153567984896	0.454	-0.785398163397448	0	0	0	0.03183504768	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.415018229008073	0.454	-0.785398163397448	0	0	0	0.035913600073728	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.414637842650186	0.454	-0.785398163397448	0	0	0	0.040197305899008	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.414213621290729	0.454	-0.785398163397448	0	0	0	0.044679493582848	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.413743613212778	0.454	-0.785398163397448	0	0	0	0.049353553041408	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.4132259324928	0.454	-0.785398163397448	0	0	0	0.05421293568	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.412658758385762	0.454	-0.785398163397448	0	0	0	0.059251154393088	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.412040334710243	0.454	-0.785398163397448	0	0	0	0.064461783564288	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.411368969233539	0.454	-0.785398163397448	0	0	0	0.069838459066368	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.410643033056772	0.454	-0.785398163397448	0	0	0	0.075374878261248	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.40986096	0.454	-0.785398163397448	0	0	0	0.0810648	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.409021245987324	0.454	-0.785398163397448	0	0	0	0.086902044622848	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.417	-0.408122448431997	0.454	-0.785398163397448	0	0	0	0.092880493959168	0	0	0	0	9.81	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
